0-1 correctness,avg f1 score,mean log prob,perplexity,dataset_size,total answer tokens,num log probs,top-1 accuracy,top-5 accuracy,top-10 accuracy,args/model,args/rate,args/batch_size,args/k,args/intervention,args/lname,args/lnum,args/dataset,args/prop_data,Frobenius_ratio,args/test,args/learning_rate,args/num_epochs
12.699619771863118,,-6.337375747770241,565.3108448695335,6575,6575.0,6575,12.699619771863118,25.70342205323194,32.06083650190114,roberta,0.9,256,10,lr,fc_in,0,counterfact,0.1,0.7623599171638489,,,
0.0,,-17.285748427721032,32144387.713114485,6575,6575.0,6575,0.0,0.0,0.0,roberta,0.9,256,10,lr,fc_in,1,counterfact,0.1,0.7855022549629211,,,
4.228136882129277,,-7.937589946450389,2800.6027656742776,6575,6575.0,6575,4.228136882129277,11.330798479087452,15.634980988593156,roberta,0.9,256,10,lr,fc_in,2,counterfact,0.1,0.8147839307785034,,,
8.608365019011407,,-7.041009974100064,1142.5409608807183,6575,6575.0,6575,8.608365019011407,18.129277566539923,23.45247148288973,roberta,0.9,256,10,lr,fc_in,3,counterfact,0.1,0.8150637149810791,,,
0.0,,-20.26175555856509,630330951.0626324,6575,6575.0,6575,0.0,0.0,0.0,roberta,0.9,256,10,lr,fc_in,4,counterfact,0.1,0.8135814666748047,,,
11.908745247148287,,-6.609288615179833,741.9550153969163,6575,6575.0,6575,11.908745247148287,22.73764258555133,28.53231939163498,roberta,0.9,256,10,lr,fc_in,5,counterfact,0.1,0.8175485730171204,,,
12.4106463878327,,-6.3987566492856685,601.0971984240246,6575,6575.0,6575,12.4106463878327,23.81749049429657,29.32319391634981,roberta,0.9,256,10,lr,fc_in,6,counterfact,0.1,0.8156999945640564,,,
15.269961977186313,,-6.049090398103566,423.72743142553696,6575,6575.0,6575,15.269961977186313,28.988593155893536,35.361216730038024,roberta,0.9,256,10,lr,fc_in,7,counterfact,0.1,0.8219824433326721,,,
17.70342205323194,,-5.826203815067336,339.0690639400431,6575,6575.0,6575,17.70342205323194,31.422053231939163,37.70342205323194,roberta,0.9,256,10,lr,fc_in,8,counterfact,0.1,0.8122125267982483,,,
17.186311787072242,,-5.763322775742401,318.40456008491395,6575,6575.0,6575,17.186311787072242,31.39163498098859,38.26615969581749,roberta,0.9,256,10,lr,fc_in,9,counterfact,0.1,0.811530351638794,,,
18.0532319391635,,-5.73165352865834,308.4789256388812,6575,6575.0,6575,18.0532319391635,31.80228136882129,38.90494296577947,roberta,0.9,256,10,lr,fc_in,10,counterfact,0.1,0.8142322897911072,,,
14.813688212927756,,-5.99351134034419,400.8195557389368,6575,6575.0,6575,14.813688212927756,28.365019011406844,34.99619771863118,roberta,0.9,256,10,lr,fc_in,11,counterfact,0.1,0.805917501449585,,,
16.623574144486692,,-5.742354956745938,311.79781744576013,6575,6575.0,6575,16.623574144486692,31.923954372623573,39.39163498098859,roberta,0.9,256,10,lr,fc_out,0,counterfact,0.1,0.8214274644851685,,,
16.85171102661597,,-5.817202818660143,336.03079873363583,6575,6575.0,6575,16.85171102661597,31.346007604562736,38.58555133079848,roberta,0.9,256,10,lr,fc_out,1,counterfact,0.1,0.8102569580078125,,,
17.840304182509506,,-5.65486570076746,285.6781137986752,6575,6575.0,6575,17.840304182509506,32.60836501901141,40.42585551330799,roberta,0.9,256,10,lr,fc_out,2,counterfact,0.1,0.822148323059082,,,
16.334600760456272,,-5.936688165217638,378.6787291357495,6575,6575.0,6575,16.334600760456272,29.825095057034225,37.00380228136882,roberta,0.9,256,10,lr,fc_out,3,counterfact,0.1,0.8227864503860474,,,
17.460076045627375,,-5.716166166256929,303.73820610313004,6575,6575.0,6575,17.460076045627375,32.19771863117871,39.51330798479088,roberta,0.9,256,10,lr,fc_out,4,counterfact,0.1,0.8203949928283691,,,
17.338403041825096,,-5.771171659554989,320.9135138453739,6575,6575.0,6575,17.338403041825096,31.787072243346007,38.55513307984791,roberta,0.9,256,10,lr,fc_out,5,counterfact,0.1,0.82015061378479,,,
17.825095057034222,,-5.611517004252344,273.55891342797906,6575,6575.0,6575,17.825095057034222,32.851711026615966,39.81749049429658,roberta,0.9,256,10,lr,fc_out,6,counterfact,0.1,0.8188552260398865,,,
18.281368821292777,,-5.6124925930706695,273.825924670486,6575,6575.0,6575,18.281368821292777,32.73003802281369,40.31939163498099,roberta,0.9,256,10,lr,fc_out,7,counterfact,0.1,0.8114680051803589,,,
16.47148288973384,,-5.725439189380396,306.56787703713064,6575,6575.0,6575,16.47148288973384,30.99619771863118,37.70342205323194,roberta,0.9,256,10,lr,fc_out,8,counterfact,0.1,0.8166443109512329,,,
17.73384030418251,,-5.749716085816234,314.1014697626588,6575,6575.0,6575,17.73384030418251,30.82889733840304,37.88593155893536,roberta,0.9,256,10,lr,fc_out,9,counterfact,0.1,0.8455951809883118,,,
17.749049429657795,,-5.790797928369554,327.2740614759381,6575,6575.0,6575,17.749049429657795,31.30038022813688,38.43346007604563,roberta,0.9,256,10,lr,fc_out,10,counterfact,0.1,0.851259171962738,,,
17.247148288973385,,-5.914372973910271,370.32202831753926,6575,6575.0,6575,17.247148288973385,32.760456273764255,39.330798479087456,roberta,0.9,256,10,lr,fc_out,11,counterfact,0.1,0.8297672271728516,,,
16.730038022813687,,-5.894629010721092,363.0821113390913,6575,6575.0,6575,16.730038022813687,30.90494296577947,37.90114068441065,roberta,0.9,256,10,lr,k_proj,0,counterfact,0.1,0.7169166207313538,,,
16.50190114068441,,-5.883582208827067,359.0932876201108,6575,6575.0,6575,16.50190114068441,30.75285171102661,37.27756653992395,roberta,0.9,256,10,lr,k_proj,1,counterfact,0.1,0.7097092866897583,,,
17.840304182509506,,-5.773653319153524,321.7109009597662,6575,6575.0,6575,17.840304182509506,32.21292775665399,38.73764258555133,roberta,0.9,256,10,lr,k_proj,2,counterfact,0.1,0.728345513343811,,,
18.068441064638783,,-5.786757580927386,325.95442824233123,6575,6575.0,6575,18.068441064638783,32.22813688212928,39.25475285171103,roberta,0.9,256,10,lr,k_proj,3,counterfact,0.1,0.755101203918457,,,
17.460076045627375,,-5.882368638836123,358.65776710307165,6575,6575.0,6575,17.460076045627375,31.40684410646388,38.11406844106464,roberta,0.9,256,10,lr,k_proj,4,counterfact,0.1,0.7455219030380249,,,
17.5361216730038,,-5.800848646182425,330.57998634480424,6575,6575.0,6575,17.5361216730038,31.40684410646388,38.38783269961977,roberta,0.9,256,10,lr,k_proj,5,counterfact,0.1,0.7572785019874573,,,
18.38783269961977,,-5.705406388113551,300.4875698156502,6575,6575.0,6575,18.38783269961977,32.57794676806083,38.95057034220533,roberta,0.9,256,10,lr,k_proj,6,counterfact,0.1,0.7196690440177917,,,
16.91254752851711,,-5.909496853418733,368.5206888301209,6575,6575.0,6575,16.91254752851711,30.859315589353614,37.65779467680608,roberta,0.9,256,10,lr,k_proj,7,counterfact,0.1,0.7359558939933777,,,
17.627376425855513,,-5.796094981948544,329.0122492872899,6575,6575.0,6575,17.627376425855513,32.09125475285171,39.30038022813688,roberta,0.9,256,10,lr,k_proj,8,counterfact,0.1,0.7251161336898804,,,
17.399239543726235,,-5.834237236135671,341.80391891470487,6575,6575.0,6575,17.399239543726235,31.45247148288973,38.73764258555133,roberta,0.9,256,10,lr,k_proj,9,counterfact,0.1,0.7143279910087585,,,
17.09505703422053,,-5.812883373744921,334.5824624649264,6575,6575.0,6575,17.09505703422053,31.16349809885932,38.038022813688215,roberta,0.9,256,10,lr,k_proj,10,counterfact,0.1,0.721528947353363,,,
17.35361216730038,,-5.7979821147166986,329.63372530348465,6575,6575.0,6575,17.35361216730038,31.832699619771866,38.965779467680605,roberta,0.9,256,10,lr,k_proj,11,counterfact,0.1,0.7461404800415039,,,
17.277566539923953,,-5.588478971652,267.32869579615283,6575,6575.0,6575,17.277566539923953,32.669201520912544,40.0,roberta,0.9,256,10,lr,v_proj,0,counterfact,0.1,0.7432379722595215,,,
17.79467680608365,,-5.757975013347222,316.70635300321203,6575,6575.0,6575,17.79467680608365,32.38022813688213,39.37642585551331,roberta,0.9,256,10,lr,v_proj,1,counterfact,0.1,0.7223778963088989,,,
17.490494296577946,,-5.801868806167757,330.91740289899514,6575,6575.0,6575,17.490494296577946,31.45247148288973,38.31178707224335,roberta,0.9,256,10,lr,v_proj,2,counterfact,0.1,0.7293243408203125,,,
17.03422053231939,,-5.897245978693099,364.0335299687311,6575,6575.0,6575,17.03422053231939,30.73764258555133,37.70342205323194,roberta,0.9,256,10,lr,v_proj,3,counterfact,0.1,0.7380585670471191,,,
17.520912547528518,,-5.798558933227588,329.8239189863983,6575,6575.0,6575,17.520912547528518,31.711026615969583,39.11787072243346,roberta,0.9,256,10,lr,v_proj,4,counterfact,0.1,0.7253981828689575,,,
17.399239543726235,,-5.784814380218802,325.32164837466456,6575,6575.0,6575,17.399239543726235,32.07604562737642,38.79847908745247,roberta,0.9,256,10,lr,v_proj,5,counterfact,0.1,0.7381195425987244,,,
16.319391634980988,,-5.848476801423689,346.7058761754277,6575,6575.0,6575,16.319391634980988,31.30038022813688,37.9467680608365,roberta,0.9,256,10,lr,v_proj,6,counterfact,0.1,0.765305757522583,,,
17.429657794676807,,-5.675650208121406,291.6779282600441,6575,6575.0,6575,17.429657794676807,32.33460076045628,39.4828897338403,roberta,0.9,256,10,lr,v_proj,7,counterfact,0.1,0.7488036155700684,,,
16.91254752851711,,-5.96206097018866,388.4098009205034,6575,6575.0,6575,16.91254752851711,30.40304182509505,36.79087452471483,roberta,0.9,256,10,lr,v_proj,8,counterfact,0.1,0.7936679720878601,,,
17.26235741444867,,-5.892039419555817,362.1430934722374,6575,6575.0,6575,17.26235741444867,31.543726235741445,38.08365019011407,roberta,0.9,256,10,lr,v_proj,9,counterfact,0.1,0.7988159656524658,,,
17.505703422053234,,-5.8815508492668105,358.3645804210268,6575,6575.0,6575,17.505703422053234,31.072243346007603,37.76425855513308,roberta,0.9,256,10,lr,v_proj,10,counterfact,0.1,0.8018836379051208,,,
15.49809885931559,,-6.067505793056801,431.6028311640756,6575,6575.0,6575,15.49809885931559,29.779467680608366,37.04942965779468,roberta,0.9,256,10,lr,v_proj,11,counterfact,0.1,0.8207146525382996,,,
15.726235741444867,,-5.961938054085472,388.3620620353332,6575,6575.0,6575,15.726235741444867,29.566539923954373,36.760456273764255,roberta,0.9,256,10,lr,q_proj,0,counterfact,0.1,0.7570841908454895,,,
15.209125475285171,,-6.04480543496158,421.91565945982506,6575,6575.0,6575,15.209125475285171,29.09505703422053,36.106463878327,roberta,0.9,256,10,lr,q_proj,1,counterfact,0.1,0.7293583154678345,,,
17.20152091254753,,-5.888683767990552,360.9299040926138,6575,6575.0,6575,17.20152091254753,30.44866920152091,37.338403041825096,roberta,0.9,256,10,lr,q_proj,2,counterfact,0.1,0.7313574552536011,,,
16.836501901140686,,-5.939043926357118,379.5718573555287,6575,6575.0,6575,16.836501901140686,30.23574144486692,36.760456273764255,roberta,0.9,256,10,lr,q_proj,3,counterfact,0.1,0.7346060276031494,,,
16.182509505703422,,-6.03211613002336,416.5956678809813,6575,6575.0,6575,16.182509505703422,29.03422053231939,36.28897338403042,roberta,0.9,256,10,lr,q_proj,4,counterfact,0.1,0.7355799078941345,,,
16.638783269961976,,-5.911382221653703,369.21614141687314,6575,6575.0,6575,16.638783269961976,30.372623574144487,37.338403041825096,roberta,0.9,256,10,lr,q_proj,5,counterfact,0.1,0.738480806350708,,,
16.106463878326995,,-6.13803474781546,463.1424841162422,6575,6575.0,6575,16.106463878326995,27.81749049429657,33.67300380228137,roberta,0.9,256,10,lr,q_proj,6,counterfact,0.1,0.7319543361663818,,,
18.250950570342205,,-5.594374358038995,268.9093564748642,6575,6575.0,6575,18.250950570342205,33.444866920152094,40.31939163498099,roberta,0.9,256,10,lr,q_proj,7,counterfact,0.1,0.7462690472602844,,,
16.8212927756654,,-5.854350343260759,348.7482597854994,6575,6575.0,6575,16.8212927756654,30.47908745247148,37.0342205323194,roberta,0.9,256,10,lr,q_proj,8,counterfact,0.1,0.7310923933982849,,,
18.99619771863118,,-5.612945723546095,273.95003165812136,6575,6575.0,6575,18.99619771863118,32.88212927756654,39.72623574144487,roberta,0.9,256,10,lr,q_proj,9,counterfact,0.1,0.7032646536827087,,,
17.26235741444867,,-5.85897289464916,350.3640983090122,6575,6575.0,6575,17.26235741444867,30.96577946768061,37.77946768060836,roberta,0.9,256,10,lr,q_proj,10,counterfact,0.1,0.7235985398292542,,,
18.14448669201521,,-5.725548517541631,306.6013953716362,6575,6575.0,6575,18.14448669201521,33.00380228136882,40.19771863117871,roberta,0.9,256,10,lr,q_proj,11,counterfact,0.1,0.7140960693359375,,,
16.927756653992397,,-5.77411975018032,321.86099190644865,6575,6575.0,6575,16.927756653992397,31.543726235741445,39.23954372623575,roberta,0.9,256,10,lr,out_proj,0,counterfact,0.1,0.7059386372566223,,,
16.897338403041825,,-5.883308983969612,358.9951878100512,6575,6575.0,6575,16.897338403041825,31.55893536121673,38.38783269961977,roberta,0.9,256,10,lr,out_proj,1,counterfact,0.1,0.7025212049484253,,,
17.41444866920152,,-5.799737794732307,330.2129649784433,6575,6575.0,6575,17.41444866920152,31.437262357414447,38.50950570342205,roberta,0.9,256,10,lr,out_proj,2,counterfact,0.1,0.740806519985199,,,
16.958174904942965,,-5.824301109378219,338.4245286779861,6575,6575.0,6575,16.958174904942965,31.2851711026616,38.41825095057034,roberta,0.9,256,10,lr,out_proj,3,counterfact,0.1,0.7413498759269714,,,
17.338403041825096,,-5.752829372453762,315.08088147491367,6575,6575.0,6575,17.338403041825096,32.03041825095057,39.330798479087456,roberta,0.9,256,10,lr,out_proj,4,counterfact,0.1,0.7454400658607483,,,
17.79467680608365,,-5.724144176483268,306.17112463770746,6575,6575.0,6575,17.79467680608365,32.44106463878327,39.543726235741445,roberta,0.9,256,10,lr,out_proj,5,counterfact,0.1,0.7279118299484253,,,
16.365019011406844,,-5.853696885991261,348.520442142572,6575,6575.0,6575,16.365019011406844,30.768060836501903,37.97718631178707,roberta,0.9,256,10,lr,out_proj,6,counterfact,0.1,0.766017496585846,,,
17.11026615969582,,-5.759979613988302,317.34185951704785,6575,6575.0,6575,17.11026615969582,31.14828897338403,38.08365019011407,roberta,0.9,256,10,lr,out_proj,7,counterfact,0.1,0.7725695371627808,,,
16.730038022813687,,-5.832869443328725,341.3367215604561,6575,6575.0,6575,16.730038022813687,30.90494296577947,37.62737642585552,roberta,0.9,256,10,lr,out_proj,8,counterfact,0.1,0.8179264068603516,,,
16.8212927756654,,-5.858097059122737,350.05737132533187,6575,6575.0,6575,16.8212927756654,31.19391634980989,37.73384030418251,roberta,0.9,256,10,lr,out_proj,9,counterfact,0.1,0.814774215221405,,,
17.231939163498097,,-5.745488330388208,312.7763287288058,6575,6575.0,6575,17.231939163498097,31.80228136882129,38.72243346007605,roberta,0.9,256,10,lr,out_proj,10,counterfact,0.1,0.8185317516326904,,,
16.365019011406844,,-5.83327406375722,341.4748613161939,6575,6575.0,6575,16.365019011406844,30.631178707224336,37.67300380228137,roberta,0.9,256,10,lr,out_proj,11,counterfact,0.1,0.8241331577301025,,,
17.80821917808219,,-5.871287382779078,354.7053279885392,657,657.0,657,17.80821917808219,34.55098934550989,41.85692541856925,roberta,0.9,256,10,lr,['fc_in'],['0'],counterfact,0.01,{},evaluate,0.001,4.0
17.80821917808219,,-5.871287382779078,354.7053279885392,657,657.0,657,17.80821917808219,34.55098934550989,41.85692541856925,roberta,0.9,256,10,lr,['fc_in'],['0'],counterfact,0.01,{'layer_0_intermediate.dense.weight': 0.7623557448387146},evaluate,0.001,4.0
17.80821917808219,,-5.871287382779078,354.7053279885392,657,657.0,657,17.80821917808219,34.55098934550989,41.85692541856925,roberta,0.9,256,10,lr,['fc_in'],['0'],counterfact,0.01,{},evaluate,0.001,4.0
17.80821917808219,,-5.871287382779078,354.7053279885392,657,657.0,657,17.80821917808219,34.55098934550989,41.85692541856925,roberta,0.9,256,10,lr,['fc_in'],['0'],counterfact,0.01,{},evaluate,0.001,4.0
17.80821917808219,,-5.871287382779078,354.7053279885392,657,657.0,657,17.80821917808219,34.55098934550989,41.85692541856925,roberta,0.9,256,10,lr,['fc_in'],['0'],counterfact,0.01,{'layer_0_intermediate.dense.weight': 0.7623381018638611},evaluate,0.001,4.0
17.80821917808219,,-5.871287382779078,354.7053279885392,657,657.0,657,17.80821917808219,34.55098934550989,41.85692541856925,roberta,0.9,256,10,lr,['fc_in'],"['0', '1', '2', '3', '4', '5']",counterfact,0.01,{},evaluate,0.001,4.0
17.80821917808219,,-5.871287382779078,354.7053279885392,657,657.0,657,17.80821917808219,34.55098934550989,41.85692541856925,roberta,0.9,256,10,lr,['fc_in'],"['0', '1', '2', '3', '4', '5']",counterfact,0.01,"{'layer_0_intermediate.dense.weight': 0.7623616456985474, 'layer_1_intermediate.dense.weight': 0.7854828834533691, 'layer_2_intermediate.dense.weight': 0.8148410320281982, 'layer_3_intermediate.dense.weight': 0.8149957656860352, 'layer_4_intermediate.dense.weight': 0.8135196566581726, 'layer_5_intermediate.dense.weight': 0.8175403475761414}",evaluate,0.001,4.0
17.80821917808219,,-5.871287382779078,354.7053279885392,657,657.0,657,17.80821917808219,34.55098934550989,41.85692541856925,roberta,0.9,256,10,lr,['fc_in'],['5'],counterfact,0.01,{},evaluate,0.001,4.0
17.80821917808219,,-5.871287382779078,354.7053279885392,657,657.0,657,17.80821917808219,34.55098934550989,41.85692541856925,roberta,0.9,256,10,lr,['fc_in'],['5'],counterfact,0.01,{},evaluate,0.001,4.0
22.5609756097561,,-5.592059443256159,268.2875741944826,328,328.0,328,22.5609756097561,38.71951219512195,44.51219512195122,roberta,0.9,256,10,lr,['fc_in'],['5'],counterfact,0.005,{},evaluate,0.001,4.0
22.5609756097561,,-5.592059443256159,268.2875741944826,328,328.0,328,22.5609756097561,38.71951219512195,44.51219512195122,roberta,0.9,256,10,lr,['fc_in'],['5'],counterfact,0.005,{},evaluate,0.001,4.0
22.5609756097561,,-5.592059443256159,268.2875741944826,328,328.0,328,22.5609756097561,38.71951219512195,44.51219512195122,roberta,0.9,256,10,lr,['fc_in'],['5'],counterfact,0.005,{},evaluate,0.001,4.0
22.5609756097561,,-5.592059443256159,268.2875741944826,328,328.0,328,22.5609756097561,38.71951219512195,44.51219512195122,roberta,0.9,256,10,lr,['fc_in'],['5'],counterfact,0.005,{},evaluate,0.001,4.0
22.5609756097561,,-5.592059443256159,268.2875741944826,328,328.0,328,22.5609756097561,38.71951219512195,44.51219512195122,roberta,0.9,256,10,lr,['fc_in'],['5'],counterfact,0.005,{},evaluate,0.001,4.0
22.5609756097561,,-5.592059443256159,268.2875741944826,328,328.0,328,22.5609756097561,38.71951219512195,44.51219512195122,roberta,0.9,256,10,lr,['fc_in'],['5'],counterfact,0.005,{},evaluate,0.001,4.0
13.414634146341465,,-7.573523824761917,1945.9855257369013,328,328.0,328,13.414634146341465,21.341463414634145,26.52439024390244,roberta,0.9,256,10,lr,['fc_in'],['5'],counterfact,0.005,{'layer_layer_weight': 0.8176060914993286},evaluate,0.001,4.0
17.80821917808219,,-5.871287382779078,354.7053279885392,657,657.0,657,17.80821917808219,34.55098934550989,41.85692541856925,roberta,0.9,256,10,lr,['fc_in'],['5'],counterfact,0.01,{},evaluate,0.001,4.0
12.1765601217656,,-7.690787306715999,2188.096587396813,657,657.0,657,12.1765601217656,20.09132420091324,24.65753424657534,roberta,0.9,256,10,lr,['fc_in'],['5'],counterfact,0.01,{'layer_layer_weight': 0.8175163865089417},evaluate,0.001,4.0
18.11263318112633,,-6.028524221940309,415.1019787371504,657,657.0,657,18.11263318112633,31.81126331811264,37.29071537290715,roberta,0.9,256,10,lr,['fc_in'],['11'],counterfact,0.01,{'layer_layer_weight': 0.8059038519859314},evaluate,0.001,4.0
